trim_bmt_bp_id,bmt_bp_id,bmt_vers,bmt_catg_cd,bmt_shrt_nm,bmt_bp_adnl_nm,bmt_cmpy_id,bmt_cntry_cd,bmt_place_desc,bmt_dflt_addr_srl,bmt_hldng_lmt,bmt_multpn_fctr,bmt_alrt_prcnt,bmt_crtn_authid,bmt_upd_authid,bmt_crtn_date,bmt_upd_date,bmt_crtn_tmstmp,bmt_upd_tmstmp,bmt_bp_prev_nm,bmt_cmpy_cin,bmt_cmpy_inc_date,bmt_sebi_reg_num,bmt_dp_id,bmt_pan,bmt_off_addr_1,bmt_off_addr_2,bmt_off_addr_3,bmt_off_city,bmt_off_state,bmt_off_country,bmt_off_pin_code,bmt_off_tel,bmt_off_fax_num,bmt_cor_addr_1,bmt_cor_addr_2,bmt_cor_addr_3,bmt_cor_city,bmt_cor_state,bmt_cor_country,bmt_cor_pin_code,bmt_cor_tel,bmt_cor_fax_num,bmt_cmp_offr_nm,bmt_cmp_offr_dsgn,bmt_cmp_offr_email,bmt_cmp_offr_tel,bmt_cmp_offr_fax,bmt_cmp_offr_mob,bmt_admn_nm,bmt_admn_dsgn,bmt_admn_email,bmt_admn_tel,bmt_admn_fax,bmt_admn_mob,bmt_cert_auth_nm,bmt_cert_num,bmt_cor_state_other,bmt_off_state_other,bmt_same_mkr_chkr_flag,bmt_bp_active,bmt_sebi_cert_exp_dt,bmt_billing_email_id,bmt_tan,bmt_gstn,bmt_sebi_cert_rgstrn_dt,rn,rfm_rta_id,rfm_fundcode,rfm_bp_id,rfm_fundname,rfm_funddesc,create tmstmp,Modify tmstmp,modify user,create user,rn-2
P1524,P1524   ,0,1,Asian Broking Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:07,2012-01-14 16:21:07,,,1998-06-02,INB011043339,        ,AADCA6737E,"39,Wellesly Road,","3rd floor, Mantri Court",Next to Pune RTO,Pune,Maharashtra,India,411001,020-67260662,020-25538850,"39,Wellesly Road,","3rd floor, Mantri Court",Next to Pune RTO,Pune,Maharashtra,India,411001,020-67260662,020-25538850,Meenakshi J Bhatt,Compliance Off,dummy_mail@dummy.com,020-30228851,020-25538850,0,Aashish Niranjan Shah,Managing Dir,dummy_mail@dummy.com,020-25538850,020-25538850,0,NSDL - Issuing Authority,585a,,,,,,,,,,1,,,,,,,,,,
P1535,P1535   ,0,1,Elite Stock Management Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:09,2012-01-14 16:21:09,,U65993DL1990PLC040309,1990-05-29,IN-DP-NSDL-142-2000,IN301670,AAACE0759K,332-A Qutab Plaza,DLF Phase 1,,Gurgaon,Haryana,India,122002,0124-4053447,,S-8 DDA Shopping Complex,Mayur Vihar,Phase 1,New Delhi,Delhi,India,110095,011-43035545,,Himani Gupta,Co Secretary,dummy_mail@dummy.com,011-43035545,,0,Diwan Singh,DP Head,dummy_mail@dummy.com,011-43035656,,0,NSDL - Issuing Authority,5.00E+80,,,,,,,,,,1,,,,,,,,,,
P1546,P1546   ,0,1,Marck Securities Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:11,2012-01-14 16:21:11,,55-103071,2000-01-03,IN-DP-NSDL-244-2005,IN302960,AACCM5188N,3rd Floor,Shyam Lal Marg,84 Daryaganj,New Delhi,Delhi,India,110002,011-41563179,011-41563178,3rd Floor,Shyam Lal Marg,84 Daryaganj,New Delhi,Delhi,India,110002,011-41563179,011-41563178,Navin kumar Maheshwari,Director,dummy_mail@dummy.com,011-23242605,011-23242604,0,Vipin Kumar Maheshwari,Manager,dummy_mail@dummy.com,011-23242705,011-41563178,0,NSDL - Issuing Authority,68f3,,,,,,,,,,1,,,,,,,,,,
P1557,P1557   ,0,1,India Cements Investment Services Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:13,2012-01-14 16:21:13,,18-28605,1994-09-14,IN-DP-NSDL-278-2007,IN303340,AAACA3197M,Dhun Building III Floor,No.827 Anna Salai,,Chennai,Tamil Nadu,India,600002,044-28572622,044-42149040,Dhun Building III Floor,No.827 Anna Salai,,Chennai,Tamil Nadu,India,600002,044-28572622,044-42149040,N Srikanth,Senior Manager,dummy_mail@dummy.com,044-28572622,044-42149040,0,N Srikanth,Senior Manager,dummy_mail@dummy.com,044-28572622,044-42149040,0,NSDL - Issuing Authority,5c63,,,,,,,,,,1,,,,,,,,,,
P1568,P1568   ,0,1,India Capital Markets Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:14,2012-01-14 16:21:14,,11-123049,1999-12-13,INB231368938,IN302390,AABCN0802B,India Capital House,Off Dattapada Road,Dattapada Borivali East,Mumbai,Maharashtra,India,400066,022-66686668,022-66686666,India Capital House,Off Dattapada Road,Dattapada Borivali East,Mumbai,Maharashtra,India,400066,022-66686668,022-66686666,Dema C Sawant,Compliance Off,dummy_mail@dummy.com,022-66686134,022-66686666,0,Nitin L Ghadi,Compliance AVP,dummy_mail@dummy.com,022-66686472,022-66686666,0,NSDL - Issuing Authority,5d09,,,,,,,,,,1,,,,,,,,,,
P1579,P1579   ,0,1,Interactive  Brokers (India)Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:16,2012-01-14 16:21:16,,U67120MH2007FTC170004,2007-04-16,IN-DP-NSDL-301-2008,IN303567,AABCI6871R,A-605 Dynasty Business Park,151 Andheri Kurla Road,Andheri East,Mumbai,Maharashtra,India,400059,022-61289800,022-61289899,A-605 Dynasty Business Park,151 Andheri Kurla Road,Andheri East,Mumbai,Maharashtra,India,400059,022-61289800,022-61289899,Bina Shah,Compliance Mgr,dummy_mail@dummy.com,022-61289866,022-61289899,0,Joseph Dcunha,Sr Associate,dummy_mail@dummy.com,022-61289861,022-61289899,0,NSDL - Issuing Authority,5e3b,,,,,,,,,,1,,,,,,,,,,
P1580,P1580   ,0,1,A. G. Shares & Securities Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:18,2012-01-14 16:21:18,,20-18140,1995-05-29,IN-DP-NSDL-101-99,IN301006,AAACA7646M,K-157 Sarita Vihar,,,New Delhi,Delhi,India,110076,,,20/4 1st Floor,Maruti Tower,Sanjay Place,Agra,Uttar Pradesh,India,282002,0562-2850761,0562-2851230,S K Singh,Compliance Off,dummy_mail@dummy.com,0562-2850761,0562-2851230,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
P1591,P1591   ,2,1,IL&FS BROKING SERVICES PRIVATE LIMITED,IL&FS BROKING SERVICES PRIVATE LIMITED,,1,,0,,,,NAZMEENS,NAZMEENS,2014-06-18,2014-06-18,2014-06-18 18:11:30,2014-06-18 18:11:30,,U67120MH2009PTC191131,2009-03-23,INB231294639,        ,AAHCA6559Q,THE IL&FS FINANCIAL CENTRE,"3RD FLOOR, PLOT C-22, G-BLOCK","BANDRA KURLA COMPLEX, BANDRA(E)",MUMBAI,19,85,400051,022-26593560,022-26533548,THE IL&FS FINANCIAL CENTRE,"3RD FLOOR, PLOT C-22, G-BLOCK","BANDRA KURLA COMPLEX, BANDRA(E)",MUMBAI,19,85,400051,022-26593560,022-26533548,MR.AMIT BHAT,SR. MANAGER-COMP,dummy_mail@dummy.com,022-26593538,022-26533548,0,MR. NIKET PARIKH,AVP OPERATION,dummy_mail@dummy.com,022-66842877,022-66842831,0,,,,,,,,,,,,1,,,,,,,,,,
P1604,P1604   ,2,1,The Royal Bank of Scotland N. V.,The Royal Bank of Scotland N. V.,,1,,0,,,,NAZMEENS,NAZMEENS,2015-10-19,2015-10-19,2015-10-19 11:57:50,2015-10-19 11:57:50,,,1920-10-20,IN-DP-NSDL-64-98,IN303956,AACCA6818K,Brady House,14 Veer Nariman Road,Fort,Mumbai,19,85,400001,022-66585956,,Brady House,14 Veer Nariman Road,Fort,Mumbai,19,85,400001,022-66585956,,MR. PERAYYA SHASTRY PAPPU,COMPLIANCE OFFIC,dummy_mail@dummy.com,022-66386182,,0,Appa Tupe,Team Leader,dummy_mail@dummy.com,022-66585999,,0,1,,,,,,,,,,,1,,,,,,,,,,
P1615,P1615   ,1,1,HSE Securities Limited,HSE Securities Limited,,1,,0,,,,NAZMEENS,NAZMEENS,2016-02-02,2016-02-02,2016-02-02 11:55:28,2016-02-02 11:55:28,,32788,1999-11-02,IN-DP-NSDL-220-2002,IN302734,AABCH1517R,6-3-0654,Somajiguda,,Hyderabad,2,85,500082,040-23371695,040-66510813,"DOOR NO. 3-5-886 TO 888, 3RD FLOOR",ABOVE A.P MAHESH CO-OP URBAN BANK LT,"HIMAYAT NAGAR, ",HYDERABAD,36,85,500029,040-23263191,040-66510813,V R Bhaskar Reddy,Deputy CEO,dummy_mail@dummy.com,040-66510812,040-66510813,0,V R Bhaskar Reddy,Deputy CEO,dummy_mail@dummy.com,040-23371694,040-66510813,0,1,755b,,,,,,,,,,1,,,,,,,,,,
P1626,P1626   ,0,1,Swastika Investmart Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:25,2012-01-14 16:21:25,,U65910MH1992PLC067052,1992-06-03,INB231129736,IN303833,AABC96585I,1st Floor Bandukwala Building,British Hotel Lane,Fort,Mumbai,Maharashtra,India,400001,022-23027165,,48 Jaora Compound,M V H Road,,Indore,Madhya Pradesh,India,452001,0731-6644000,0731-6644216,Sheetal Duraphe,Compliance Off,dummy_mail@dummy.com,0731-6644148,,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
P1637,P1637   ,0,1,Harihar Securities Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:26,2012-01-14 16:21:26,,U51109WB1997PTC083137,1997-03-03,IN-DP-NSDL-350-2011,IN304029,AACCP2235K,25 R N Mukherjee Road,Mission Court,3rd Floor Suit-D,Kolkata,West Bengal,India,700001,033-22624001,033-22624002,25 R N Mukherjee Road,Mission Court,3rd Floor Suit-D,Kolkata,West Bengal,India,700001,033-22624001,033-22624002,Ajit Kumar Kalyani,Manager Op& Comp,dummy_mail@dummy.com,033-22624001,033-22624002,0,Dinesh Kumar Mittal,Director,dummy_mail@dummy.com,033-22624001,033-22624002,0,NSDL - Issuing Authority,7783,,,,,,,,,,1,,,,,,,,,,
P1648,P1648   ,0,1,Zuari Investments Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:28,2012-01-14 16:21:28,,U65993A199PLC001942,1995-10-09,IN-DP-NSDL-103-99,IN301055,AAACZ0196R,Jaikisaan Bhawan,Zuari Nagar,,Goa,Maharashtra,India,403726,0832-2592180,0832-2555279,Zuari House Plot No-2,Zamrudpur Community Centre,Kailash Colony Extn,New Delhi,Delhi,India,110048,011-46474000,011-41608276,Varun Mehta,Div Manager,dummy_mail@dummy.com,011-46474000,011-41608276,0,Varun Mehta,Div Manager,dummy_mail@dummy.com,011-46474000,011-41608276,0,NSDL - Issuing Authority,624a,,,,,,,,,,1,,,,,,,,,,
P1659,P1659   ,0,1,"Janalaxmi Co-Op. Bank Limited, Nashik",0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:30,2012-01-14 16:21:30,,NSK/BNK/138,1976-02-14,IN-DP-175-2000,IN302121,AAAAT3312K,Samruddhi,Gadkari Chowk,Old Agra Road,Nashik,Maharashtra,India,422002,0253-2577876,0253-2577878,Samruddhi,Gadkari Chowk,Old Agra Road,Nashik,Maharashtra,India,422002,0253-2571092,0253-2311875,Somnath Wamanrao Chaudhari,CEO,dummy_mail@dummy.com,0253-2577876,0253-2577878,0,Atul Tukaram Badgujar,Senior Officer,dummy_mail@dummy.com,0253-2571092,0253-2311875,0,NSDL - Issuing Authority,5df1,,,,,,,,,,1,,,,,,,,,,
P1660,P1660   ,0,1,Bank of Baroda,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:31,2012-01-14 16:21:31,,,,IN-DP-NSDL-90-99,IN300870,AAACB1534F,Bank of Baroda,Baroda House,Mandvi,Baroda,Gujarat,India,390006,,,Bank of Baroda Baroda Sun Tower,Ground Floor CBOD PO C-34 G Block,Bandra Kurla complex Bandra East,Mumbai,Maharashtra,India,400051,022-66984935,022-66984934,Vijay S Gawandalkar,Senior Manager,dummy_mail@dummy.com,022-66984936,022-66984934,0,Chandreshkumar T Tripathi,Officer,dummy_mail@dummy.com,022-66984944,022-66984934,0,NSDL - Issuing Authority,5.00E+66,,,,,,,,,,1,,,,,,,,,,
P1671,P1671   ,0,1,Lark Consultancy Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:21:33,2012-01-14 16:21:33,,11-65728,1992-03-04,INB011087435,IN651846,AAACL1087D,101 Moti Sagar Ganesh Gawade Road,Near Punjab National Bank,Mulund West,Mumbai,Maharashtra,India,400080,022-25924402,022-25924402,101 Moti Sagar Ganesh Gawade Road,Near Punjab National Bank,Mulund West,Mumbai,Maharashtra,India,400080,022-25924402,022-25924402,K J Kamath,Compliance Off,dummy_mail@dummy.com,022-25924402,022-25924402,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
P1682,P1682   ,0,1,Steel City Securities Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:26:25,2012-01-14 16:26:25,,19521,1995-02-22,IN-DP-NSDL-191-2001,IN302324,AAECS0970L,49-52-5/4,Shanthi Puram,,Visakhapatnam,Andhra Pradesh,India,530016,0891-2563580,0891-2720135,49-52-5/4,Shanthi Puram,,Visakhapatnam,Andhra Pradesh,India,530016,0891-2563580,0891-2720135,M Murali,General Manager,dummy_mail@dummy.com,0891-2549681,0891-2720135,0,M Murali,General Manager,dummy_mail@dummy.com,0891-2549681,0891-2720135,0,Tata Consultancy Services Certifying Authority,30850C48A44408B1ABD4,,,,,,,,,,1,,,,,,,,,,
P1693,P1693   ,0,1,Mansukh Stock Brokers Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:26:28,2012-01-14 16:26:28,,35385,1995-02-22,INB/INF010985834,        ,AAACU1576G,B-4126,Green Field Colony,,Faridabad,Haryana,India,121007,,,Mansukh House,Plot No.6,Opp Mother Dairy,New Delhi,Delhi,India,110092,011-30211800,011-30211835,Arvind Kumar,Compliance Off,dummy_mail@dummy.com,011-30211829,,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
P1706,P1706   ,0,1,Yoha Securities Limited ,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:26:32,2012-01-14 16:26:32,,U93090TN1995PLC037209,1995-06-21,IN-DP-NSDL-276-2007,IN303315,AAACY0254D,Capital Place,Old No. 50 New No.16,South Boag Road T Nagar,Chennai,Tamil Nadu,India,600017,044-24321313,044-24325643,Capital Place,Old No. 50 New No.16,South Boag Road T Nagar,Chennai,Tamil Nadu,India,600017,044-24321313,044-24325643,S Kumar,Manager,dummy_mail@dummy.com,044-24321313,044-24325643,0,G Dayalan,Manager,dummy_mail@dummy.com,044-24334379,044-24325643,0,NSDL - Issuing Authority,78c1,,,,,,,,,,1,,,,,,,,,,
P1717,P1717   ,2,1,Nakamichi Securities Limited,Nakamichi Securities Limited,,1,,0,,,,NAZMEENS,NAZMEENS,2015-01-08,2015-01-08,2015-01-08 19:12:32,2015-01-08 19:12:32,,21-48496,1990-03-02,IN-DP-NSDL-348-2011,IN304004,AABCN0733D,Mercantile Building,9/12 Lal Bazar Street,Block-A 1st Floor,Kolkata,32,85,700001,033-22104840,033-40629271,27B Camac Street,4th Floor,,Kolkata,32,85,700016,033-40175200,033-40629271,MS. SUCHITA DUGAR,COMPLIANCE OFF,dummy_mail@dummy.com,033-40175211,033-40629271,0,Richa Ghosh,Vice President,dummy_mail@dummy.com,033-40175200,033-40629271,0,1,7a95,,,,,,,,,,1,,,,,,,,,,
P1728,P1728   ,0,1,Madras Stock Exchange Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:26:41,2012-01-14 16:26:41,,U67110TN1957PLC058053,1957-04-29,IN-DP-NSDL-79-99,IN001078,AAACM7611E,Old No.11 New No.30,Second Line Beach,,Chennai,Tamil Nadu,India,600001,044-25214442,044-25224352,Old No.11 New No.30,Second Line Beach,,Chennai,Tamil Nadu,India,600001,044-25214442,044-25224352,E Venkatachalam,Asst Manager,dummy_mail@dummy.com,044-25214442,044-25224352,0,E Venkatachalam,Asst Manager,dummy_mail@dummy.com,044-25214442,044-25224352,0,NSDL - Issuing Authority,73ad,,,,,,,,,,1,,,,,,,,,,
P1739,P1739   ,1,1,Smart Equity Brokers Private Limited,Smart Equity Brokers Private Limited,,1,,0,,,,NAZMEENS,NAZMEENS,2014-04-23,2014-04-23,2014-04-23 10:14:17,2014-04-23 10:14:17,,U93091DL2006PTC148544,2006-05-01,IN-DP-NSDL-343-2011,IN303948,AAJCS8715J,"F-88, West Distt. Centre","Shivaji Encl., Rajouri Garden",Opp. TDI Paragon Mall,New Delhi,9,85,110027,011-45004418,011-28161624,"F-88, West Distt. Centre","Shivaji Encl., Rajouri Garden",Opp. TDI Paragon Mall,New Delhi,9,85,110027,011-45004418,011-28161624,MR. DIWAN SINGH,MANAGER-DP,dummy_mail@dummy.com,011-45004417,011-45004418,0,Deepak Rani Kharbanda,DP Executive,dummy_mail@dummy.com,011-45004413,011-28161624,0,1,7083,,,,,,,,,,1,,,,,,,,,,
P1740,P1740   ,0,1,Suvridhi Capital Markets Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:26:49,2012-01-14 16:26:49,,WB21-70699,1995-03-31,INE230906739,IN302855,AAECS4092F,"516, Kamalalaya Centre","156A, Lenin Sarani",,Kolkata,West Bengal,India,700013,033-22157777,033-22150083,Shree Balaji Sadan,Ground Floor,"14, S.P. Mukherjee Road",Kolkata,West Bengal,India,700025,033-24549350,033-24549352,Anil Kumar Singh,Compliance Off,dummy_mail@dummy.com,033-24549351,033-24549352,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
P1751,P1751   ,0,1,Star Finvest Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:26:52,2012-01-14 16:26:52,,55-99235,1999-04-08,IN-DP-NSDL-212-2001,IN302540,AAFCS0581E,"311, Arunachal Building","19, Barakhamba Road",Connaught Place,New Delhi,Delhi,India,110001,011-43070700,011-23351305,"311, Arunachal Building","19, Barakhamba Road",Connaught Place,New Delhi,Delhi,India,110001,011-43070700,011-23351305,Jagbir Singh,Compliance Off,dummy_mail@dummy.com,011-43070707,011-23351305,0,Sumit Karir,IT Manager,dummy_mail@dummy.com,011-43070731,011-23351305,0,NSDL - Issuing Authority,5bcc,,,,,,,,,,1,,,,,,,,,,
P1762,P1762   ,0,1,SKI Capital Services Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:26:56,2012-01-14 16:26:56,,55-54443,1993-11-23,IN-DP-NSDL-129-2000,IN301508,AAACS4864K,"718, Dr. Joshi Road",Karol Bagh,,New Delhi,Delhi,India,110005,011-45046000,011-23634544,"718, Dr. Joshi Road",Karol Bagh,,New Delhi,Delhi,India,110005,011-45046000,011-23634544,Geeta Bajaj,Compliance Off,dummy_mail@dummy.com,011-45046020,011-23634544,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
P1773,P1773   ,0,1,IndiaNivesh Securities Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:27:00,2012-01-14 16:27:00,,U67120MH2006PTC158634,2006-01-04,IN-DP-NSDL-297-2008,IN303534,AABCI4553L,"601/602, Sukh Sagar",N.S. Patkar Marg,Girgaum Chowpatty,Mumbai,Maharashtra,India,400007,022-66188800,022-66188899,"203, Standard House","83, M.K. Road",Marine Lines East,Mumbai,Maharashtra,India,400002,002-22054459,022-22034459,Kaushik Shah,Compliance Off,dummy_mail@dummy.com,022-22054459,022-22034459,0,Kaushik Shah,Compliance Off,dummy_mail@dummy.com,022-22054459,022-22034459,0,NSDL - Issuing Authority,61d7,,,,,,,,,,1,,,,,,,,,,
P1784,P1784   ,1,1,Prem Somani Share Brokers Private Limited,Prem Somani Share Brokers Private Limited,,1,,0,,,,NAZMEENS,NAZMEENS,2015-10-12,2015-10-12,2015-10-12 14:44:30,2015-10-12 14:44:30,,17-010205 of 1995-96,1995-12-06,INB230934839,        ,AABCP4104E,"5A, Tilak Bhawan, 5th Floor",Tilak Marg,C-Scheme,Jaipur,27,85,302005,0141-5115016,0141-5115891,"5A, Tilak Bhawan, 5th Floor",Tilak Marg,C-Scheme,Jaipur,27,85,302005,0141-5115016,0141-5115891,Bajrang Sharma,Compliance Off,dummy_mail@dummy.com,0141-5115016,0141-5115891,0,MR. SHYAM LAL SHARMA,ACCOUNTANT,dummy_mail@dummy.com,0141-5115016,0141-5115891,0,1,,,,,,,,,,,1,,,,,,,,,,
P1795,P1795   ,0,1,Sunglow Capital Services Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-01-14,2012-01-14,2012-01-14 16:27:07,2012-09-13 14:42:53,,55-69136,1995-05-29,INB230855838,        ,AABCS8877R,4382/4B,Ansari Road,Daryaganj,New Delhi,Delhi,India,110002,011-23287581,011-43521909,4382/4B,Ansari Road,Daryaganj,New Delhi,Delhi,India,110002,011-23287581,011-43521909,Parveen Kumar Jain,Director,dummy_mail@dummy.com,011-23187581,011-43521909,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
P1808,P1808   ,0,1,Daulat Securities Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:27:11,2012-01-14 16:27:11,,21-56831 of 1992,1992-10-22,IN-DP-NSDL-120-2000,IN301372,AABCD1794Q,"86, Canning Street",3rd Floor,,Kolkata,West Bengal,India,700001,011-22154996,011-22359773,"86, Canning Street",3rd Floor,,Kolkata,West Bengal,India,700001,033-22154996,033-22359773,Jitendra Kochar,MD,dummy_mail@dummy.com,033-24192301,033-24192301,0,Jitendra Kochar,MD,dummy_mail@dummy.com,033-24192301,033-24192301,0,NSDL - Issuing Authority,5d82,,,,,,,,,,1,,,,,,,,,,
P1819,P1819   ,0,1,Dhanlaxmi Bank Limited,0,,,,0,,,,SYSTEM  ,PRDKRA  ,2012-01-14,2012-01-14,2012-01-14 16:27:15,2013-04-16 10:54:41,,L65191KL1927PLC000307,1927-11-14,IN-DP-NSDL-225-2002,IN302687,AABCT0019J,"DP Operations, Corporate Office",Dhanlaxmi Building,Naickanal,Thrissur,Kerala,India,680001,0487-6617143,0487-6617222,"DP Operations, Corporate Office",Dhanlaxmi Building,,Thrissur,Kerala,India,680001,0487-6617143,0487-6617222,Benniyachan K J,Senior Manager,dummy_mail@dummy.com,0487-6617143,,0,Benniyachan K J,Senior Manager,dummy_mail@dummy.com,0487-6617143,,0,NSDL - Issuing Authority,7374,,,,,,,,,,1,,,,,,,,,,
P1820,P1820   ,0,1,Multiplex Capital Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-14,2012-01-14,2012-01-14 16:27:18,2012-01-14 16:27:18,,,1994-05-03,IN-DP-NSDL-216-2001,IN302620,AAACM1761B,"100/28, Keshav Tower","Rajapur Market, Sector - 9",Rohini,New Delhi,Delhi,India,110085,011-47055533,011-27561629,"100/28, Keshav Tower","Rajapur Market, Sector - 9",Rohini,New Delhi,Delhi,India,110085,011-47055533,011-27561629,Yashwant Kumar Singh,Manager,dummy_mail@dummy.com,011-47055533,011-27561629,0,Yashwant Kumar Singh,Manager,dummy_mail@dummy.com,011-47055533,011-27561629,0,NSDL - Issuing Authority,616f,,,,,,,,,,1,,,,,,,,,,
P1831,P1831   ,2,1,Indbank Merchant Banking Services Limited,Indbank Merchant Banking Services Limited,,1,,0,,,,NAZMEENS,NAZMEENS,2015-02-16,2015-02-16,2015-02-16 11:20:40,2015-02-16 11:20:40,,18-17883,1989-08-11,IN-DP-NSDL-54-98,IN300597,AAACI2107B,"I Floor, Khivraj Complex-1","480, Anna Salai",Nandanam,Chennai,29,85,600035,044-24313092,044-24313085,"I Floor, Khivraj Complex - 1","480, Anna Salai",Nandanam,Chennai,29,85,600035,044-24313092,044-24313085,MR. U. RAJKUMAR,SERVICE BR. HEAD,dummy_mail@dummy.com,044-24321232,044-24313093,0,MR. U. RAJKUMAR,SERVICE BRANCH H,dummy_mail@dummy.com,044-24321232,044-24313093,0,,,,,,,,,,,,1,,,,,,,,,,
P1842,P1842   ,1,1,The Lakshmi Vilas Bank Limited,The Lakshmi Vilas Bank Limited,,1,,0,,,,NAZMEENS,NAZMEENS,2014-11-18,2014-11-18,2014-11-18 12:58:57,2014-11-18 12:58:57,,2 of 1926-1927,1926-11-03,IN-DP-NSDL-338-2010,IN303892,AAACT4291P,Lakshmi Vilas Bank Ltd,Salem Road,Kathaparai,Karur,29,85,639006,04324-4220057,,LVB - DEPOSITORY PARCIPANT CELL,"NO. 4, LVB HOUSE","SARDAR PATEL ROAD, GUINDY",CHENNAI,29,85,600032,044-22205161,,S Vijayakumar,Senior Manager,dummy_mail@dummy.com,044-22205163,,0,S Vijayakumar,Senior Manager,dummy_mail@dummy.com,044-28549190,044-28549091,0,1,102a8e,,,,,,,,,,1,,,,,,,,,,
P1853,P1853   ,0,1,Morgan Stanley India Financial Services Private Limited,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-16,2012-01-16,2012-01-16 11:16:26,2012-01-16 11:16:26,,179905,2008-03-10,INB231301533,IN300433,AAFCM4546B,"18F/19F, Tower 2",One Indiabulls Centre,"841, Senapati Bapat Marg",Mumbai,Maharashtra,India,400013,022-61181000,022-61181011,"3/F, Building B-2, Phase-I",Nirlon Knowledge Park,Goregaon East,Mumbai,Maharashtra,India,400063,022-61384935,,Rajesh Upadhyay,VP-Comp. & Legal,dummy_mail@dummy.com,022-61181509,022-61181011,0,K G Mahadevan,VP - Operations,dummy_mail@dummy.com,022-61384930,022-61181011,0,NSDL - Issuing Authority,5fbe,,,,,,,,,,1,,,,,,,,,,
P1864,P1864   ,0,1,State Bank of Hyderabad,0,,,,0,,,,SYSTEM  ,SYSTEM  ,2012-01-16,2012-01-16,2012-01-16 11:16:27,2012-01-16 11:16:27,,,,IN-DP-NSDL-119-2000,IN301397,AADCS4009H,"The Deputy General Manager,","State Bank of Hyderabad,","Gunfoundry Branch, Abids",Hyderabad,Andhra Pradesh,India,500001,040-23387378,040-23387593,"The Deputy General Manager,","State Bank of Hyderabad,","Gunfoundry Branch, Abids",Hyderabad,Andhra Pradesh,India,500001,040-23387378,040-23387593,Gande Padma,Dy Manager,dummy_mail@dummy.com,040-23387378,040-23387593,0,,,dummy_mail@dummy.com,,,0,,,,,,,,,,,,1,,,,,,,,,,
