id,class_type,code,okracode,description,seq,sname,extra_info,V1_code,cmt_srl_num,cmt_drpdwn_key,cmt_attr_key
238,ONHOLDREASON,145,0,"PHONE NUMBER, EMAIL ID NOT MENTIONED ON KYC FORM AND QRCF",145,PNEINMKFPQ,,,,,
239,ONHOLDREASON,146,0,"ADDRESS, EMAIL ID NOT MENTIONED ON KYC FORM AND QRCF",146,AENINMKFPQ,,,,,
240,ONHOLDREASON,147,0,"PHONE NUMBER, EMAIL ID NOT MENTIONED ON KYC FORM AND WRONG KYC MODE SELECTED BY MI",147,PNEINMKFQWKSMSB,,,,,
241,ONHOLDREASON,148,0,KYC FORM NOT VISIBLE AND QRCF,148,KFVQ,,,,,
242,ONHOLDREASON,149,0,"PHONE NUMBER, EMAIL ID MISMATCHED WITH KRA SYSTEM AND QRCF",149,PNEMWKKSQ,,,,,
243,ONHOLDREASON,150,0,PINCODE MISMATCH WITH ADDRESS PROOF,150,PMWAP,,,,,
244,ONHOLDREASON,151,0,EMAIL ID MISMATCHED WITH KRA SYSTEM AND QRCF,151,EIMKSAQ,,,,,
245,ONHOLDREASON,152,0,DOB NOT VISIBLE ON KYC FORM AND QRCF,152,NVOKFQ,,,,,
246,ONHOLDREASON,153,0,"ADDRESS, PHONE NUMBER, EMAIL ID MISMATCHED WITH KRA SYSTEM AND QRCF",153,APNEMKRAQ,,,,,
247,ONHOLDREASON,154,0,DATE OF INCORPORATION NOT MENTION IN KYC FORM,154,DOINIKF,,,,,
248,ONHOLDREASON,155,0,SEBI Validation Deadline: 310324-Email/Mobile Validation Failed,155,VD310324EMV,,1,,,
249,ONHOLDREASON,156,0,Aadhaar Seeding is Unsuceessfull,156,SISU,,,,,
250,ONHOLDREASON,157,0,Aadhar Seeding is Unsuccessful,157,SISU,,,,,
251,ONHOLDREASON,158,0,PAN IS NOT LINKED TO AADHAR AS PER INCOME TAX DEPARTMENT,158,PINTLITD,,,,,
252,ONHOLDREASON,159,0,Details mismatch as per ITD :PAN IS NOT LINKED TO AADHAR AS PER INCOME TAX DEPARTMENT./Name is not matching as per ITD status.,159,DMPITDPNITLITDNNMITDS,,,,,
253,ONHOLDREASON,160,0,Pdf not received,160,PNR,,,,,
254,ONHOLDREASON,161,0,Xml not received,161,XNR,,,,,
255,ONHOLDREASON,162,0,Details mismatch as per ITD :PAN IS NOT LINKED TO AADHAR AS PER INCOME TAX DEPARTMENT.,162,DMPITDPINTLITD,,,,,
256,ONHOLDREASON,163,0,PDF or XML Not Received,163,PXNR,,,,,
257,ONHOLDREASON,164,0,Details mismatch as per ITD :PAN IS NOT LINKED TO AADHAR AS PER INCOME TAX DEPARTMENT./DOb is not matching as per ITD status.,164,DMPITDPNITLITDDOMITDS,,,,,
258,ONHOLDREASON,165,0,Details mismatch as per ITD :PAN IS NOT LINKED TO AADHAR AS PER INCOME TAX DEPARTMENT./Name is not matching as per ITD status./DOb is not matching as per ITD status.,165,DMPITDPNITLITDNMITDSDOMITDS,,,,,
259,ONHOLDREASON,166,0,PDF & XML Not Received,166,PXNR,,,,,
260,ONHOLDREASON,167,0,KYC form is not received.,167,KFNR,,,,,
261,ONHOLDREASON,168,0,EMAIL ID NOT CAPTURED,168,EINC,,,,,
262,ONHOLDREASON,169,0,State mismatch with KRA,169,SMWK,,,,,
263,ONHOLDREASON,170,0,PINCODE MISMATCHED WITH KRA SYSTEM QRCF,170,PMWKRAQ,,,,,
264,RESI_STATUS_NIND,1,1,Private Limited Co.,4,PR,,1,63,MISTATUS,MISTATUS
265,RESI_STATUS_NIND,2,2,Public Ltd. Co.,5,PU,,2,64,MISTATUS,MISTATUS
266,RESI_STATUS_NIND,3,3,Body Corporate,6,BC,,3,65,MISTATUS,MISTATUS
267,RESI_STATUS_NIND,4,4,Trust,7,TRU,,4,66,MISTATUS,MISTATUS
268,RESI_STATUS_NIND,5,5,Charities,8,CRT,,5,67,MISTATUS,MISTATUS
269,RESI_STATUS_NIND,6,6,NGOs,9,NG,,6,68,MISTATUS,MISTATUS
270,RESI_STATUS_NIND,7,7,Bank,10,BK,,7,69,MISTATUS,MISTATUS
271,RESI_STATUS_NIND,8,8,Government Body,11,GB,,8,70,MISTATUS,MISTATUS
272,RESI_STATUS_NIND,10,10,Defense Establishment,13,DE,,10,72,MISTATUS,MISTATUS
273,RESI_STATUS_NIND,11,11,Society,14,S,,11,73,MISTATUS,MISTATUS
274,RESI_STATUS_NIND,9,9,Non Government Organization,12,NGO,,9,71,MISTATUS,MISTATUS
275,RESI_STATUS_NIND,99,19,Others (please specify),22,OTH,,99,,,
276,RESI_STATUS_NIND,19,20,FPI - Category I,23,FPI,,19,1443,MISTATUS,MISTATUS
277,RESI_STATUS_NIND,20,21,FPI - Category II,24,FPII,,20,1444,MISTATUS,MISTATUS
278,RESI_STATUS_NIND,21,22,FPI - Category III,25,FPIII,,21,1445,MISTATUS,MISTATUS
279,APPLICANTSTATUS,12,,ACCEPTED BY KRA,,accepted_by_us,,4,447,STATUSBYKRA,STATUSBYKRA
280,GENDER,4,,CAPTURED,,CAPTURED,,1,97,MIINSTRUCTIONSTATUS,MIINSTRUCTIONSTATUS
281,ONHOLDREASON,171,,Email validation failed,,EVF,,0,1576,KRAONHOLDSTATUSLIST,KRAONHOLDSTATUSLIST
282,ONHOLDREASON,172,,Aadhaar Source validation failed,,ASVF,,2,1578,KRAONHOLDSTATUSLIST,KRAONHOLDSTATUSLIST
283,ONHOLDREASON,173,,Digital sign validation failed,,DSVF,,3,1579,KRAONHOLDSTATUSLIST,KRAONHOLDSTATUSLIST
284,ONHOLDREASON,174,,Consent not proper failed,,CNPF,,4,1580,KRAONHOLDSTATUSLIST,KRAONHOLDSTATUSLIST
285,ONHOLDREASON,175,,Invalid Document/source KYC file,,IDKF,,5,1581,KRAONHOLDSTATUSLIST,KRAONHOLDSTATUSLIST
286,ONHOLDREASON,176,,IT Pan validation failed,,IPVF,,6,1582,KRAONHOLDSTATUSLIST,KRAONHOLDSTATUSLIST
287,ONHOLDREASON,177,,Others,,OTH,,7,81,MISTATUS,MISTATUS
288,ONHOLDREASON,178,,Death/Demise-Documents pending,,DDP,,Death/Demise-Documents pending,1607,KRAONHOLDSTATUSLIST,KRAONHOLDSTATUSLIST
